"name_with_owner","sha","author","date","verified","message","num_issues","commit_month","has_ci","is_core","first_commit","days_since_first"
"umijs/umi","3cb44a044d7cd0f3be5daae7562864215d343ad3","xiaohuoni","2021-05-25 13:32:15","true","chore: add example for plugin-init-state (#6569)",112,42,1,1,"2017-11-27 08:46:28","1273.95"
"umijs/umi","3fc3b2623f96f72aa708bdb1c3984b881c734210","LolipopJ","2022-04-27 05:59:53","false","fix(plugin-docs): fix toc behavior (#700)

* fix(plugin-docs): fix toc href

* fix(plugin-docs): fix toc href with html tags

* style(plugin-docs): update toc style

* fix(plugin-docs): fix toc title display",456,53,1,0,"2017-11-27 08:46:28","1610.88"
"umijs/umi","d62129822cc09b7111feb4d56ce77fc8ada0fda3","ycjcl868","2019-08-08 07:26:54","false","fix: theme",81,20,0,1,"2017-11-27 08:46:28","616.19"
"umijs/umi","a0ead4c9bfeec33c60122637a6cc8c3734c5209c","hcfq1999","2023-04-10 15:58:18","true","官方文档中，api.addEntryCode样例代码少了一个引号，导致复制后无法正常使用 (#10930)

Co-authored-by: 南京-杨叶新 <yangyx152@chinaunicom.cn>",38,64,1,0,"2017-11-27 08:46:28","1959.55"
"umijs/umi","baafffa39cc4fe47ec285c270b4a9532b1660341","sorrycc","2023-03-16 06:37:15","false","release: 4.0.60",42,64,1,1,"2017-11-27 08:46:28","1935.16"
"umijs/umi","9cb96d41e5c98e07adb93b109a3dd266ad166069","sorrycc","2018-07-09 09:09:41","false","loading",56,7,0,1,"2017-11-27 08:46:28","222.02"
"umijs/umi","162986a3f1c2053cadb3d6d2545bb8bc1d7efbf0","sorrycc","2019-02-25 03:59:11","true","fix: update registerBabel targets to node 8 (#2023)

Close #2020",28,15,0,1,"2017-11-27 08:46:28","453.05"
"umijs/umi","9efee9f05a7489d8101fa0911adafa6956fdb8f8","sorrycc","2021-10-29 14:20:24","false","chore: add preinstall script",273,47,1,1,"2017-11-27 08:46:28","1427.98"
"umijs/umi","34ce2fab994c39149e022577e308fd57b9c66538","ycjcl868","2019-08-27 15:37:03","false","feat: footer 日志支持 ansi & newline",87,21,0,1,"2017-11-27 08:46:28","635.54"
"umijs/umi","7e1b611ca97bce77afdaf68bd1464ea010647eae","sorrycc","2017-12-15 07:16:19","false","doc: update READMEs",10,1,0,1,"2017-11-27 08:46:28","17.94"
"umijs/umi","de254aec3a1044662091715b0081f2c1d5df110a","sorrycc","2017-12-01 10:17:17","true","Update Develop.md",8,0,0,1,"2017-11-27 08:46:28","4.06"
"umijs/umi","435cfa9d8b36878127f62a1200152ee1924c77ed","stormslowly","2022-05-27 07:38:44","false","docs: 📝 remove Bigfish in doc (#817)

Co-authored-by: pshu <pishu.spf@antfin.com>",478,54,1,1,"2017-11-27 08:46:28","1640.95"
"umijs/umi","92955e6f04f6889e06dd0bbaec08431984624835","stormslowly","2022-07-29 10:17:34","true","fix(mfsu-dep): add  mfsu dep use auto public path for loading from different host (#8783)

* test(e2e): ✅ change inteceptor position

* chore(e2e): ➕ add msfu e2e test

* feat(devTool): ✨ http api to probe dev server status

* test(e2e-mfsu): ✅ add mfsu in e2e ci

* chore: ⬆️ pnpm  lock update

* build: 👷 we need build all for dev test

* refactor: 🔥 no postinstall in examples

* chore: ⬆️ build targets revert

* refactor: 🎨 rename case name

Co-authored-by: pshu <pishu.spf@antfin.com>",23,56,1,1,"2017-11-27 08:46:28","1703.06"
"umijs/umi","94f47a9039889244a95119056751d5bd1422d37c","zhanba","2020-04-21 06:19:16","true","fix: enhance route component props (#4503)",210,29,1,0,"2017-11-27 08:46:28","874.4"
"umijs/umi","6b7c9758374ccf109b57cd20848fa53139a41c9d","chenshuai2144","2019-09-24 03:58:27","false","support win build path",91,22,0,1,"2017-11-27 08:46:28","662.05"
"umijs/umi","a4b408a5b248426d2a58380e3f81f7e4e4a76a7e","dengfuping","2018-07-19 04:29:40","false","Fix conflicts",54,8,0,0,"2017-11-27 08:46:28","231.82"
"umijs/umi","661abf79f1eaee290d5177249aa4d32f1fd4a140","sorrycc","2019-08-06 02:40:27","false","跑通配置管理流程",73,20,0,1,"2017-11-27 08:46:28","614"
"umijs/umi","836922bedc90b7fd7c33c1658d362826da33e36b","sorrycc","2022-02-16 04:22:17","false","feat(bundler-webpack): support config mfsu.cacheDirectory, Close #338",368,51,1,1,"2017-11-27 08:46:28","1539.82"
"umijs/umi","609e87933db0a89a05921cae965bb20d11810bdf","sorrycc","2020-03-05 09:15:47","false","docs: update plugin-dva.md",126,27,1,1,"2017-11-27 08:46:28","828.52"
"umijs/umi","076082255a8656f5e70079272ab2898a6a36b0f5","sorrycc","2022-04-27 10:02:23","false","chore: fix test",457,53,1,1,"2017-11-27 08:46:28","1611.05"
"umijs/umi","b7f9904ff6ce3472531c71a9918b7e1c82c23c93","ycjcl868","2019-09-30 09:48:02","false","fix: style",102,22,0,1,"2017-11-27 08:46:28","668.29"
"umijs/umi","216c987fd5984b0d90ad980ffd632e2cd3eb4fe9","sorrycc","2020-03-13 12:36:28","false","release: v3.0.8",146,27,1,1,"2017-11-27 08:46:28","836.66"
"umijs/umi","e964f54f4326d9410ad1ba8a40f3864e92155597","ycjcl868","2019-09-23 09:56:24","false","fix: tracker",94,22,0,1,"2017-11-27 08:46:28","661.3"
"umijs/umi","d3d5fd326c22e6c1d0c6f3a4304d3f0960b97d37","sorrycc","2018-06-12 08:36:49","false","add more debug info",81,6,0,1,"2017-11-27 08:46:28","194.99"
"umijs/umi","48a7ef6150b16cc8e2aed3aa06310dc0e52a28d4","sorrycc","2022-03-06 02:41:45","false","chore: fix types",386,51,1,1,"2017-11-27 08:46:28","1559.75"
"umijs/umi","ac1ea67379aae4844655e3b8dca52502407a695a","PeachScript","2023-04-17 05:39:17","false","release: 4.0.0-canary.20230417.1",40,65,1,1,"2017-11-27 08:46:28","1966.12"
"umijs/umi","2f688a625dce2c72a459a866703382c1c54f766a","sorrycc","2018-02-27 06:55:17","false","fix typo",26,3,0,1,"2017-11-27 08:46:28","89.92"
"umijs/umi","8273bbeedf0621e22f540b4d4e73a137e0342480","yutingzhao1991","2018-08-03 09:19:59","false","update plugin doc",63,8,0,0,"2017-11-27 08:46:28","246.02"
"umijs/umi","819676531d84a2f7496b8581ebd1870602014c6b","sorrycc","2018-01-09 02:34:17","false","update example",20,1,0,1,"2017-11-27 08:46:28","41.74"
"umijs/umi","d23c521aebfd694ee83cb7036e87ff3e1ef3ab57","sorrycc","2021-03-23 06:49:29","false","release: v3.4.5",70,40,1,1,"2017-11-27 08:46:28","1211.67"
"umijs/umi","55ab0fa1941d05e4a02364f7e61ca52beed31c7e","sorrycc","2020-08-14 06:28:17","false","refactor(umi): named exports members",389,32,1,1,"2017-11-27 08:46:28","987.4"
"umijs/umi","63b2c0607bb9f4b1ed4298b5605a97e551a4a566","sorrycc","2023-02-23 08:56:35","false","release: 4.0.53",41,63,1,1,"2017-11-27 08:46:28","1912.26"
"umijs/umi","24ff9336ff778c8bacc3ce1f333b40e9894f7d29","sorrycc","2022-11-23 08:32:56","true","fix(preset-umi): stats.toJson() is slow (#9840)",47,60,1,1,"2017-11-27 08:46:28","1816.99"
"umijs/umi","e171111abbe78baa3f63ff3de7183eae70601ac6","ycjcl868","2019-08-09 10:48:15","false","feat: api.showLog api.hideLog, fix: styles and list order",76,20,0,1,"2017-11-27 08:46:28","617.33"
"umijs/umi","83239eaa06c27f8d408497e66614a533304c641c","sorrycc","2019-10-08 06:30:33","false","chore: update yarn.lock [skip ci]",101,22,0,1,"2017-11-27 08:46:28","676.16"
"umijs/umi","eb15c69b167ce804028f26a9794ef6bf8ce6dbca","xierenyuan","2022-12-08 01:35:24","true","test(boilerplate-vue): set both retries and timeout (#9990)",52,60,1,1,"2017-11-27 08:46:28","1836.95"
"umijs/umi","9d25812f02be10aa7d68d01732c7869d81280909","ycjcl868","2019-06-20 09:26:44","false","fix: 修复 findRouter windows 路径问题 (#2660)",97,19,0,1,"2017-11-27 08:46:28","568.28"
"umijs/umi","64ea358d85f6dcaf2272e361892b8c813cf986df","sorrycc","2018-07-17 02:39:36","false","umi-preset-react -> umi-plugin-react",58,8,0,1,"2017-11-27 08:46:28","229.75"
"umijs/umi","d625e332156da6dc298bc6c861b2aaf65bc955c2","crudo","2021-01-21 07:18:17","true","docs: English translation of plugin-access (#6052)",74,38,1,0,"2017-11-27 08:46:28","1149.69"
"umijs/umi","aedb4c732595ee907f987f6e80bdfe622ba8578d","sorrycc","2019-03-19 06:14:58","false","code style",37,16,0,1,"2017-11-27 08:46:28","477.14"
"umijs/umi","3f41e1aa6deca508dba1392ecdc4ac7a1d3ad9a3","sorrycc","2022-08-26 06:47:13","false","release: 4.0.0-canary.20220826.1",24,57,1,1,"2017-11-27 08:46:28","1729.92"
"umijs/umi","37be5242ee9e1f87cbac8401f1c1d230fc325be2","sorrycc","2018-05-14 23:50:09","false","fix: umi test's exit code incorrect",56,6,0,1,"2017-11-27 08:46:28","167.63"
"umijs/umi","01b6b4dc297612ec2546d7879fefa00de10db8eb","sorrycc","2018-08-07 08:36:45","false","implement umi generator",61,8,0,1,"2017-11-27 08:46:28","249.99"
"umijs/umi","e8a35ef150c779538c5b39ba3d33e705728ade7e","sorrycc","2023-01-13 09:16:43","true","feat(plugins): styled-components support config global style in app.tsx (#10294)

* feat(plugins): styled-components support config global style in app.tsx

* chore: add docs",34,62,1,1,"2017-11-27 08:46:28","1872.27"
"umijs/umi","76c22812d6f6bdca3bd596e19d35cde598a579a5","sorrycc","2021-11-28 14:52:23","false","feat: basic low import",302,48,1,1,"2017-11-27 08:46:28","1462.25"
"umijs/umi","bf0a78589b134621045f818aa5c799f81b2939d7","sorrycc","2022-03-28 09:10:08","false","fix(preset-umi): add devTool local mode with env DEVTOOL_LOCAL",411,52,1,1,"2017-11-27 08:46:28","1582.02"
"umijs/umi","f68e606ac3b738b155c47dfb6e17a818522b81c9","ycjcl868","2019-08-18 06:49:23","false","rm: glob",86,21,0,1,"2017-11-27 08:46:28","626.17"
"umijs/umi","4109a62304ab39431ef8dc17f3318267e058186a","aixfox","2018-07-12 12:40:55","false","fix: add css-loader option localIdentName",59,7,0,0,"2017-11-27 08:46:28","225.16"
"umijs/umi","5889b1e494e61449cdb2da21a612c9c548d48172","sorrycc","2021-10-30 07:40:18","false","ci: fix",273,47,1,1,"2017-11-27 08:46:28","1428.7"
"umijs/umi","fd0c61bdcef82d03fd26d9080dc8b2f769c478d5","sorrycc","2023-01-18 02:27:30","false","release: 4.0.47",36,62,1,1,"2017-11-27 08:46:28","1876.99"
"umijs/umi","badc5c703fc888dc31d98684f8add5183b259956","zoffyzhang","2021-09-06 14:56:49","true","feat: support avif file resolve (#7273)

Co-authored-by: 张倬辉 <zhangzh@tsintergy.com>",205,45,1,0,"2017-11-27 08:46:28","1375.01"
"umijs/umi","dd42b493b7750ee728130b208996bf531179ea23","yuaanlin","2022-01-26 12:29:08","false","fix(plugin-docs): Removed fadeout effect on TOC (#318)",354,50,1,0,"2017-11-27 08:46:28","1520.15"
"umijs/umi","e23bea4eb4779029ab78f94a305edc80b56d16e0","wxnet2013","2018-02-27 06:23:14","true","Update introduction.md",26,3,0,0,"2017-11-27 08:46:28","89.9"
"umijs/umi","b5743f61385caf30fd02556ed1d45ab753364f8c","sorrycc","2019-08-30 07:09:52","false","chore: improve logs",93,21,0,1,"2017-11-27 08:46:28","638.18"
"umijs/umi","a6524efc93d84f77a00afd6adb590caebeaa97c0","ycjcl868","2019-09-28 11:03:47","false","fix: terminal height 100%",101,22,0,1,"2017-11-27 08:46:28","666.35"
"umijs/umi","45ed4452a12afb50c93694e70ad4dd08405a7523","sorrycc","2022-03-13 04:28:19","false","dep: upgrade",397,51,1,1,"2017-11-27 08:46:28","1566.82"
"umijs/umi","a0ca0dbad6f5c6d0fea5772dc1565b62ccbd5726","sorrycc","2021-12-02 10:37:39","false","test: fix ci",303,48,1,1,"2017-11-27 08:46:28","1466.08"
"umijs/umi","b6008022db9f0a62dd62e270590e078efdc72b69","virajago","2020-11-17 07:53:26","true","Update html-template.md (#5554)",309,35,1,0,"2017-11-27 08:46:28","1080.46"
"umijs/umi","9268d797d5a3c5563b413587871bda0d4ccc9c6d","ulivz","2019-07-16 00:01:56","false","docs: fix typos (#2811)",101,20,0,0,"2017-11-27 08:46:28","593.89"
"umijs/umi","153a3c78b653f6b93f9e70985f08c499e40637d4","taixw2","2020-05-25 08:00:57","true","feat(ast): support static property (#4640)

* feat(ast): support static property

* refactor(ast): 删除无用的导出",244,30,1,0,"2017-11-27 08:46:28","908.47"
"umijs/umi","3eacb9af3e60a8bcb7713bb9570d2698f463eed5","sorrycc","2018-08-03 03:18:00","false","fix typo",64,8,0,1,"2017-11-27 08:46:28","245.77"
"umijs/umi","5437e115b55397b76f7e49e8454187de8f6314ed","sorrycc","2017-11-30 09:22:31","false","example: simplify simple example",4,0,0,1,"2017-11-27 08:46:28","3.03"
"umijs/umi","4112217a7cf806de4e2e8a8204aa92cca5cc2645","ycjcl868","2019-08-23 16:12:35","false","fix: push umi-ui client/dist",88,21,0,1,"2017-11-27 08:46:28","631.56"
"umijs/umi","1f93de78e39dd4d8ae010bcda2eeb480e2b1e0ac","xierenyuan","2022-06-27 14:26:06","true","feat(preset-umi): conventional layout supports js suffix (#8270)",502,55,1,1,"2017-11-27 08:46:28","1671.24"
"umijs/umi","5242e9bd24e93414caeb3f29228d5dbc8b7855b4","sorrycc","2022-03-14 03:49:04","false","example: add with-dva",398,52,1,1,"2017-11-27 08:46:28","1567.79"
"umijs/umi","12cf0f2311b404262444314f233357cc46cab20e","ycjcl868","2019-08-14 16:22:45","false","fix: console",83,20,0,1,"2017-11-27 08:46:28","622.57"
"umijs/umi","2cab577b769fa06a20d6c50e3e8b28c427321091","sorrycc","2018-01-25 07:51:33","false","refact",23,2,0,1,"2017-11-27 08:46:28","57.96"
"umijs/umi","b970a0a1f221879dc5a1f67577d3d857bb01722c","ycjcl868","2019-08-19 10:50:53","false","feat: dashboard side icon",85,21,0,1,"2017-11-27 08:46:28","627.34"
"umijs/umi","f97ef7bb4c7c8f07fc8fa6c07b4b524758bb075c","sorrycc","2018-06-20 10:25:26","false","docs: update faq",87,7,0,1,"2017-11-27 08:46:28","203.07"
"umijs/umi","9e193228c90473908264fea892e149ddaa19aa16","sorrycc","2019-08-29 06:29:47","false","fix: socket 断开重连的提示应该 fixed 在上面",88,21,0,1,"2017-11-27 08:46:28","637.16"
"umijs/umi","ffbdeedac10a0863e768e12f1db5ea0a960d3678","sorrycc","2018-10-15 02:57:17","false","fix: testcase",18,10,0,1,"2017-11-27 08:46:28","317.76"
"umijs/umi","5906b17deadc7e79bf62ecb6c4da53655f2854df","sorrycc","2019-10-11 09:05:56","true","fix(umi-ui): dva detection failed in bigfish (#3404)",101,22,0,1,"2017-11-27 08:46:28","679.26"
"umijs/umi","b73bdb3969c3149f23172efc4b0bc7f1a367617d","sorrycc","2021-09-27 09:13:28","false","feat: bootstrap bundler-vite",236,46,1,1,"2017-11-27 08:46:28","1395.77"
"umijs/umi","6d05d025d1237d962dc0f8022383010491cb248b","sorrycc","2018-10-30 07:03:28","false","Publish

 - af-webpack@1.2.1
 - umi-build-dev@1.2.1
 - umi@2.2.2",28,11,0,1,"2017-11-27 08:46:28","332.93"
"umijs/umi","d9270be72e52fc6fc3a899f01d56c5ef6ec0d025","sorrycc","2018-09-26 08:57:07","true","[WIP] feat: improve error print (#1132)

feat: improve error print",19,10,0,1,"2017-11-27 08:46:28","299.01"
"umijs/umi","1f4b3ec6185ba737bb56db552f36a50ed17cc1ea","sorrycc","2018-08-24 03:55:09","true","fix: patch routes failed if the route object don't have a key of path (#903)

* doc: update migration.md

* fix: patchRoutes failed if route object don't have a key of path",19,9,0,1,"2017-11-27 08:46:28","266.8"
"umijs/umi","e8616049511dbb541549129f311acb45bd69508c","sorrycc","2021-06-25 09:14:02","true","fix: improve the logic of find file of importFrom (#6791)

* fix: improve the logic of find file of importFrom

* chore: add lost file

* fix: winpath

* fix: ci",118,43,1,1,"2017-11-27 08:46:28","1303.77"
"umijs/umi","a105560b4bca6b053961d947477b5c07502ea9b8","sorrycc","2020-05-29 08:54:00","true","feat: support hmr with async routes module (#4789)",251,30,1,1,"2017-11-27 08:46:28","912.51"
"umijs/umi","0ae4c027361f962d3ce516fd69d0cb39246ef36f","sorrycc","2019-09-02 03:42:50","false","doc: update",95,21,0,1,"2017-11-27 08:46:28","640.04"
"umijs/umi","cd327af52f63dec4215cc767a9900ad639bb6363","sorrycc","2023-10-19 06:47:57","true","fix(bundler-webpack): custom css modules ident function should only for ssr with bundler esbuild (#11759)",11,71,1,1,"2017-11-27 08:46:28","2148.17"
"umijs/umi","f4936a58e4bfb31dbb3ef3c3a73f6340486c05ce","sorrycc","2018-09-30 02:50:48","false","update docs, Close #1165",29,10,0,1,"2017-11-27 08:46:28","302.75"
"umijs/umi","53ee793df65e7ea68434fb4f30daaa4903e980e6","sorrycc","2018-02-21 03:22:45","true","Merge pull request #127 from umijs/improve-plugin-system

Improve plugin system",25,3,0,1,"2017-11-27 08:46:28","83.78"
"umijs/umi","aa28ae10921a6fa85ada79958025142575fee5ee","ycjcl868","2019-07-24 01:03:31","false","feat: compression express static server (#2869)

* feat: compression express static server

* fix: yarn taobao",92,20,0,1,"2017-11-27 08:46:28","601.93"
"umijs/umi","662b6fbceffbf34e8e9ed7c4803793f0e0ccef7d","sorrycc","2018-02-22 23:17:10","false","Publish

 - umi-build-dev@0.10.1
 - umi@1.0.0-rc.21",22,3,0,1,"2017-11-27 08:46:28","85.6"
"umijs/umi","c1e58a61cf9c692e2f9c02e09c70492606e93918","sorrycc","2019-08-08 09:04:24","false","api: get npm clients list, e.g. { type: '@@project/getNpmClients' }",82,20,0,1,"2017-11-27 08:46:28","616.26"
"umijs/umi","6e74fe163e18587d3fc074bd4750b0a2bdac4c5a","txp1035","2022-07-26 04:22:37","true","fix: Incorrect punctuation marks (#8659)",41,56,1,0,"2017-11-27 08:46:28","1699.82"
"umijs/umi","1e5ccd44ebf9d7cfbcb1d62f7b847c0141cf89f5","LolipopJ","2023-02-28 13:08:22","true","docs(micro-frontend): update docs & fix oudated content (#10630)",40,63,1,0,"2017-11-27 08:46:28","1917.43"
"umijs/umi","ca0b97ef3c8967d612a9ec5c91a19fc49eefdce0","sorrycc","2021-11-23 03:01:19","false","feat(preset-umi): api.addPolyfillImports",303,48,1,1,"2017-11-27 08:46:28","1451.51"
"umijs/umi","5c48c984b34feb95f4e4d2e2e855e1969d6e3aef","sorrycc","2021-11-24 04:19:45","false","feat(preset-umi): mock watch",303,48,1,1,"2017-11-27 08:46:28","1452.56"
"umijs/umi","57010b58f9b485967f4288cb0e22f8249b356d38","sorrycc","2018-08-22 05:26:06","true","feat: improve umi test, support extra args, and specify specs (#888)

Close #536 
Close #527 
Close #428",21,9,0,1,"2017-11-27 08:46:28","264.86"
"umijs/umi","e370da528dca01db7007f5c57388c1977557a9b6","sorrycc","2020-03-03 08:09:01","false","chore: remove prettier from @umijs/utils",120,27,1,1,"2017-11-27 08:46:28","826.47"
"umijs/umi","9d086167b99bb49231c14f226409ea94dd92335c","sorrycc","2019-09-12 09:45:05","false","chore: use js instead of ts for bubble",87,21,0,1,"2017-11-27 08:46:28","650.29"
"umijs/umi","41cb530f841edfc4f34fc093a98cf1f1e06e57a2","sorrycc","2018-03-23 01:53:36","false","fix(umi-build-dev): react-dom/server can't resolve",35,4,0,1,"2017-11-27 08:46:28","115.71"
"umijs/umi","5d1d5027781c207cae679df133fdfb5735b06517","sorrycc","2022-04-29 09:02:53","false","dep: jest 28",457,53,1,1,"2017-11-27 08:46:28","1613.01"
"umijs/umi","9c9591d0c37721b5fdbf241d8f8cea68b0cf00b8","sorrycc","2023-01-31 06:38:29","true","feat(core): improve --profile-plugins report and args (#10360)

* feat(core): improve --profile-plugins report and args

* chore: code style",34,62,1,1,"2017-11-27 08:46:28","1890.16"
"umijs/umi","25f86b67c90988f4bbca7b5911b896c9894f8904","sorrycc","2019-01-09 00:36:37","true","fix: compatible with cjs code in project's source (#1780)",56,13,0,1,"2017-11-27 08:46:28","406.91"
"umijs/umi","a97aa89b2d02f95b4538441f1c05d4a77d0843c0","sorrycc","2018-02-06 06:41:44","false","fix: plugin cli don't work",26,2,0,1,"2017-11-27 08:46:28","68.91"
"umijs/umi","4cb1645c1b18dfe1bcbc438c7b4e7795c75e43c2","sorrycc","2022-09-08 09:21:04","true","fix(preset-umi): history's location don't update when import from umi (#9276)",31,57,1,1,"2017-11-27 08:46:28","1742.02"
"umijs/umi","8187cb5c31bdc4a50fba4053346dcfaf1e064ac4","sorrycc","2021-06-04 07:18:26","true","chore: add github ci for windows, remove azure ci (#6691)",111,42,1,1,"2017-11-27 08:46:28","1282.69"
"umijs/umi","3537027dd12fadd7b80c63082b032995ff4e59f2","sorrycc","2019-02-21 00:22:25","false","chore: update labels for lerna",28,15,0,1,"2017-11-27 08:46:28","448.9"
"umijs/umi","80302188e6798ca6353bec3ea9a9d4cf7bce42be","sorrycc","2018-06-19 09:17:03","false","update README.md",86,7,0,1,"2017-11-27 08:46:28","202.02"
"umijs/umi","c4e1611b60fa1dba310e34a94ccd5a9b959ac118","sorrycc","2019-08-07 14:14:10","false","fix ci",79,20,0,1,"2017-11-27 08:46:28","615.48"
"umijs/umi","0ad8ae61ad0cee6c039781c0fd377ab1baf51fd5","sorrycc","2020-03-17 09:02:49","false","release: v3.0.10",151,28,1,1,"2017-11-27 08:46:28","840.51"
"umijs/umi","be89ba291b2eadb83a07d8873e01a54888979a85","sorrycc","2022-04-20 00:58:43","false","docs: update README.md",446,53,1,1,"2017-11-27 08:46:28","1603.68"
"umijs/umi","c452f17b6c6b87bd905cbd154cf0088f16e6d0e6","sorrycc","2019-07-30 08:24:24","false","show directory only",84,20,0,1,"2017-11-27 08:46:28","608.23"
"umijs/umi","af98d4f8faab5902c55ac802b99792b085982072","sorrycc","2022-06-27 02:52:46","false","docs: update README.md, next.umijs.org > umijs.org",500,55,1,1,"2017-11-27 08:46:28","1670.75"
"umijs/umi","c1769ddf77dc631faaa20f8be0000201d0553d9b","sorrycc","2018-03-14 11:13:28","false","Publish

 - umi-plugin-dva@0.3.2",26,4,0,1,"2017-11-27 08:46:28","107.1"
"umijs/umi","21b1cdf7ec57d8d03e7ecbf2c2ab36db3ea03f5c","sorrycc","2019-06-12 05:50:26","false","Publish

 - af-webpack@1.8.4
 - umi-build-dev@1.9.4
 - umi-core@1.3.1
 - umi-plugin-auto-externals@1.1.1
 - umi-plugin-hd@1.5.1
 - umi-plugin-locale@2.8.2
 - umi-plugin-modern-mode@0.0.5
 - umi-plugin-react@1.8.3
 - umi-plugin-routes@1.3.1
 - umi-serve@1.3.1
 - umi-test@1.5.11
 - umi-types@0.3.8
 - umi@2.7.4",86,18,0,1,"2017-11-27 08:46:28","560.13"
"umijs/umi","00e16703f65113424c9713eb759d86b26560d282","sorrycc","2021-11-24 02:46:29","false","refactor(preset-umi): basic mock",303,48,1,1,"2017-11-27 08:46:28","1452.5"
"umijs/umi","194ed8691cc7e2c362ce80eb4e434e8fcc784a8d","sorrycc","2022-07-04 06:12:23","true","fix: use localhost instead of 127.0.0.1 (#8367)",513,55,1,1,"2017-11-27 08:46:28","1677.89"
"umijs/umi","0e437dcc259285ff79c1d9803086484565cb4ff0","sorrycc","2018-02-06 07:14:38","false","code style",25,2,0,1,"2017-11-27 08:46:28","68.94"
"umijs/umi","4c0371c491d48ec72870afb8c1959752f0485644","sorrycc","2021-12-02 10:22:08","false","dep: upgrade deps",303,48,1,1,"2017-11-27 08:46:28","1466.07"
"umijs/umi","bd8a0942e63d4ef1b518412be982262ea575b7a2","sorrycc","2018-09-04 07:38:26","true","fix: add setprototypeof polyfill for ie9 and ie10 (#996)",24,9,0,1,"2017-11-27 08:46:28","276.95"
"umijs/umi","bdc2761371496cfa41ae3745ab9e0fca1bb1003e","devilmancbc","2022-04-20 13:22:23","false","refactor(bundler-utils): use single pre-bundle tapable for bundlers (#635)",448,53,1,0,"2017-11-27 08:46:28","1604.19"
